state,district_clean,month,pincode_x,age_0_5,age_5_17,age_18_greater,child_0_5,child_5_17,adult_18_plus,enrol_total,pincode_y,demo_age_5_17,demo_age_17_,demo_updates,pincode,bio_age_5_17,bio_age_17_,bio_updates,update_pressure,risk_flag,next_month_enrol_prediction,action
GUJARAT,DAHOD,17-10-2,4670312.0,49.0,27.0,35.0,49.0,27.0,35.0,111.0,5059502.0,30.0,164.0,0.0,3113430.0,35.0,64.0,0.0,0.0,False,111.0,Normal
GUJARAT,DAHOD,17-11-2,8172835.0,92.0,47.0,10.0,92.0,47.0,10.0,149.0,6227219.0,32.0,332.0,0.0,3892219.0,141.0,187.0,0.0,0.0,False,149.0,Normal
GUJARAT,DAHOD,18-06-2,5059502.0,33.0,119.0,17.0,33.0,119.0,17.0,169.0,,,,,7784082.0,212.0,190.0,0.0,0.0,False,169.0,Normal
GUJARAT,DAHOD,18-09-2,5837837.0,58.0,57.0,1.0,58.0,57.0,1.0,116.0,2724010.0,21.0,178.0,0.0,6616615.0,468.0,459.0,0.0,0.0,False,116.0,Normal
GUJARAT,DAHOD,18-10-2,5059525.0,23.0,14.0,19.0,23.0,14.0,19.0,56.0,5059297.0,12.0,117.0,0.0,6615893.0,40.0,64.0,0.0,0.0,False,56.0,Normal
GUJARAT,DAHOD,18-11-2,6227037.0,112.0,73.0,4.0,112.0,73.0,4.0,189.0,6616197.0,31.0,296.0,0.0,7394641.0,203.0,326.0,0.0,0.0,False,189.0,Normal
GUJARAT,DAHOD,19-06-2,5448691.0,27.0,97.0,10.0,27.0,97.0,10.0,134.0,,,,,8172979.0,353.0,305.0,0.0,0.0,False,134.0,Normal
GUJARAT,DAHOD,19-09-2,5448677.0,61.0,51.0,0.0,61.0,51.0,0.0,112.0,5837900.0,40.0,333.0,0.0,10508166.0,583.0,611.0,0.0,0.0,False,112.0,Normal
GUJARAT,DAHOD,19-10-2,5448691.0,29.0,11.0,0.0,29.0,11.0,0.0,40.0,5059497.0,10.0,74.0,0.0,4280934.0,6.0,29.0,0.0,0.0,False,40.0,Normal
GUJARAT,DAHOD,19-11-2,7005550.0,141.0,67.0,7.0,141.0,67.0,7.0,215.0,5838076.0,55.0,296.0,0.0,6616144.0,252.0,373.0,0.0,0.0,False,215.0,Normal
GUJARAT,DAHOD,20-09-2,4670401.0,35.0,21.0,0.0,35.0,21.0,0.0,56.0,7394703.0,35.0,263.0,0.0,10118704.0,533.0,498.0,0.0,0.0,False,56.0,Normal
GUJARAT,DAHOD,20-10-2,778306.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,3502848.0,5.0,28.0,0.0,4670588.0,0.0,30.0,0.0,0.0,False,2.0,Normal
GUJARAT,DAHOD,21-09-2,389180.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,5448924.0,2.0,25.0,0.0,0.0,False,1.0,Normal
GUJARAT,DAHOD,21-10-2,4281234.0,9.0,8.0,0.0,9.0,8.0,0.0,17.0,2335176.0,2.0,11.0,0.0,6616176.0,3.0,32.0,0.0,0.0,False,17.0,Normal
GUJARAT,DAHOD,21-12-2,3892042.0,37.0,0.0,0.0,37.0,0.0,0.0,37.0,6616147.0,13.0,28.0,0.0,6227435.0,8.0,32.0,0.0,0.0,False,37.0,Normal
GUJARAT,DAHOD,22-09-2,5837837.0,51.0,47.0,0.0,51.0,47.0,0.0,98.0,,,,,5448966.0,431.0,391.0,0.0,0.0,False,98.0,Normal
GUJARAT,DAHOD,22-10-2,1167708.0,2.0,1.0,0.0,2.0,1.0,0.0,3.0,,,,,3891695.0,1.0,22.0,0.0,0.0,False,3.0,Normal
GUJARAT,DAHOD,22-12-2,5837797.0,135.0,1.0,0.0,135.0,1.0,0.0,136.0,7394694.0,28.0,274.0,0.0,4281114.0,211.0,228.0,0.0,0.0,False,136.0,Normal
GUJARAT,DAHOD,23-09-2,5448677.0,53.0,36.0,0.0,53.0,36.0,0.0,89.0,,,,,7394881.0,248.0,388.0,0.0,0.0,False,89.0,Normal
GUJARAT,DAHOD,23-10-2,1167902.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,1167446.0,2.0,3.0,0.0,7005544.0,9.0,60.0,0.0,0.0,False,3.0,Normal
GUJARAT,DAHOD,23-12-2,5448677.0,90.0,0.0,0.0,90.0,0.0,0.0,90.0,6616146.0,23.0,297.0,0.0,5448700.0,179.0,274.0,0.0,0.0,False,90.0,Normal
GUJARAT,DAHOD,24-09-2,5448677.0,73.0,43.0,0.0,73.0,43.0,0.0,116.0,,,,,6227006.0,324.0,457.0,0.0,0.0,False,116.0,Normal
GUJARAT,DAHOD,24-10-2,3892107.0,21.0,4.0,0.0,21.0,4.0,0.0,25.0,4670362.0,14.0,53.0,0.0,5059950.0,33.0,69.0,0.0,0.0,False,25.0,Normal
GUJARAT,DAHOD,24-12-2,4280994.0,56.0,25.0,1.0,56.0,25.0,1.0,82.0,7005763.0,25.0,268.0,0.0,9340737.0,405.0,603.0,0.0,0.0,False,82.0,Normal
GUJARAT,DAHOD,25-09-2,5059497.0,56.0,32.0,0.0,56.0,32.0,0.0,88.0,,,,,6226992.0,332.0,416.0,0.0,0.0,False,88.0,Normal
GUJARAT,DAHOD,25-10-2,3113705.0,8.0,5.0,0.0,8.0,5.0,0.0,13.0,4670396.0,8.0,133.0,0.0,7005346.0,7.0,94.0,0.0,0.0,False,13.0,Normal
GUJARAT,DAHOD,25-11-2,7005503.0,99.0,35.0,4.0,99.0,35.0,4.0,138.0,5837837.0,16.0,218.0,0.0,4670313.0,199.0,229.0,0.0,0.0,False,138.0,Normal
GUJARAT,DAHOD,25-12-2,5448677.0,49.0,28.0,1.0,49.0,28.0,1.0,78.0,4280933.0,2.0,64.0,0.0,6226978.0,10.0,73.0,0.0,0.0,False,78.0,Normal
GUJARAT,DAHOD,26-09-2,5448677.0,32.0,26.0,0.0,32.0,26.0,0.0,58.0,,,,,7394931.0,303.0,465.0,0.0,0.0,False,58.0,Normal
GUJARAT,DAHOD,26-10-2,3113502.0,5.0,3.0,0.0,5.0,3.0,0.0,8.0,3113484.0,6.0,109.0,0.0,8173028.0,6.0,64.0,0.0,0.0,False,8.0,Normal
GUJARAT,DAHOD,26-12-2,3502653.0,19.0,11.0,0.0,19.0,11.0,0.0,30.0,6616189.0,25.0,327.0,0.0,5059545.0,181.0,312.0,0.0,0.0,False,30.0,Normal
GUJARAT,DAHOD,27-09-2,1556881.0,4.0,2.0,0.0,4.0,2.0,0.0,6.0,,,,,3502656.0,41.0,70.0,0.0,0.0,False,6.0,Normal
GUJARAT,DAHOD,27-10-2,1167501.0,1.0,1.0,6.0,1.0,1.0,6.0,8.0,4281194.0,12.0,57.0,0.0,5837770.0,177.0,305.0,0.0,0.0,False,8.0,Normal
GUJARAT,DAHOD,27-12-2,3891836.0,9.0,4.0,1.0,9.0,4.0,1.0,14.0,8172825.0,22.0,188.0,0.0,7005504.0,149.0,205.0,0.0,0.0,False,14.0,Normal
GUJARAT,DAHOD,28-10-2,1167502.0,1.0,2.0,7.0,1.0,2.0,7.0,10.0,5059537.0,22.0,238.0,0.0,3113519.0,92.0,232.0,0.0,0.0,False,10.0,Normal
GUJARAT,DAHOD,28-12-2,3502646.0,12.0,3.0,1.0,12.0,3.0,1.0,16.0,7394711.0,36.0,147.0,0.0,6227024.0,119.0,170.0,0.0,0.0,False,16.0,Normal
GUJARAT,DAHOD,29-09-2,2724314.0,10.0,3.0,0.0,10.0,3.0,0.0,13.0,,,,,4670112.0,212.0,305.0,0.0,0.0,False,13.0,Normal
GUJARAT,DAHOD,29-10-2,2334983.0,1.0,2.0,6.0,1.0,2.0,6.0,9.0,5837797.0,43.0,414.0,0.0,6226735.0,307.0,416.0,0.0,0.0,False,9.0,Normal
GUJARAT,DAHOD,29-12-2,4670371.0,39.0,10.0,2.0,39.0,10.0,2.0,51.0,9729603.0,56.0,346.0,0.0,8173018.0,223.0,243.0,0.0,0.0,False,51.0,Normal
GUJARAT,DAHOD,30-10-2,5448677.0,73.0,40.0,2.0,73.0,40.0,2.0,115.0,5448647.0,53.0,344.0,0.0,7005241.0,280.0,429.0,0.0,0.0,False,115.0,Normal
GUJARAT,DAHOD,31-10-2,5448677.0,64.0,36.0,1.0,64.0,36.0,1.0,101.0,5837837.0,9.0,264.0,0.0,3113484.0,15.0,52.0,0.0,0.0,False,101.0,Normal
GUJARAT,DAHOD,31-12-2,5448677.0,42.0,70.0,0.0,42.0,70.0,0.0,112.0,7005547.0,11.0,282.0,0.0,,,,,0.0,False,112.0,Normal
GUJARAT,DANG,01-06-2,789426.0,222.0,72.0,70.0,222.0,72.0,70.0,364.0,,,,,,,,,0.0,False,364.0,Normal
GUJARAT,DANG,01-07-2,789426.0,309.0,107.0,92.0,309.0,107.0,92.0,508.0,,,,,,,,,0.0,False,508.0,Normal
GUJARAT,DEVBHUMI DWARKA,01-01-2,4334783.0,40.0,5.0,4.0,40.0,5.0,4.0,49.0,8306321.0,11.0,114.0,0.0,8305175.0,241.0,55.0,0.0,0.0,False,49.0,Normal
GUJARAT,DEVBHUMI DWARKA,01-04-2,722615.0,186.0,44.0,54.0,186.0,44.0,54.0,284.0,,,,,3250283.0,1735.0,660.0,0.0,0.0,False,284.0,Normal
GUJARAT,DEVBHUMI DWARKA,01-05-2,722615.0,167.0,26.0,23.0,167.0,26.0,23.0,216.0,,,,,5056264.0,2383.0,1288.0,0.0,0.0,False,216.0,Normal
GUJARAT,DEVBHUMI DWARKA,01-07-2,1082405.0,359.0,163.0,55.0,359.0,163.0,55.0,577.0,,,,,3250027.0,67.0,33.0,0.0,0.0,False,577.0,Normal
GUJARAT,DEVBHUMI DWARKA,01-09-2,4334778.0,29.0,1.0,3.0,29.0,1.0,3.0,33.0,5416414.0,16.0,90.0,0.0,8664904.0,74.0,103.0,0.0,0.0,False,33.0,Normal
GUJARAT,DEVBHUMI DWARKA,01-11-2,1443675.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,5777759.0,13.0,68.0,0.0,4694128.0,43.0,28.0,0.0,0.0,False,4.0,Normal
GUJARAT,DEVBHUMI DWARKA,02-01-2,5055112.0,35.0,5.0,3.0,35.0,5.0,3.0,43.0,5418387.0,4.0,50.0,0.0,5055888.0,64.0,27.0,0.0,0.0,False,43.0,Normal
GUJARAT,DEVBHUMI DWARKA,02-09-2,3612142.0,33.0,2.0,1.0,33.0,2.0,1.0,36.0,5417154.0,7.0,63.0,0.0,8306112.0,133.0,103.0,0.0,0.0,False,36.0,Normal
GUJARAT,DEVBHUMI DWARKA,02-11-2,3250736.0,24.0,3.0,0.0,24.0,3.0,0.0,27.0,3973431.0,5.0,17.0,0.0,2528625.0,12.0,20.0,0.0,0.0,False,27.0,Normal
GUJARAT,DEVBHUMI DWARKA,03-01-2,1082330.0,2.0,0.0,5.0,2.0,0.0,5.0,7.0,5777300.0,6.0,36.0,0.0,2166369.0,9.0,1.0,0.0,0.0,False,7.0,Normal
GUJARAT,DEVBHUMI DWARKA,03-09-2,3611323.0,20.0,7.0,1.0,20.0,7.0,1.0,28.0,4694057.0,10.0,64.0,0.0,7220746.0,75.0,50.0,0.0,0.0,False,28.0,Normal
GUJARAT,DEVBHUMI DWARKA,03-11-2,1806571.0,4.0,1.0,6.0,4.0,1.0,6.0,11.0,5417168.0,15.0,69.0,0.0,6501289.0,59.0,32.0,0.0,0.0,False,11.0,Normal
GUJARAT,DEVBHUMI DWARKA,04-09-2,4694552.0,22.0,3.0,2.0,22.0,3.0,2.0,27.0,5777792.0,4.0,75.0,0.0,5777492.0,37.0,45.0,0.0,0.0,False,27.0,Normal
GUJARAT,DEVBHUMI DWARKA,05-11-2,1806590.0,10.0,3.0,0.0,10.0,3.0,0.0,13.0,4332764.0,3.0,23.0,0.0,3973443.0,4.0,17.0,0.0,0.0,False,13.0,Normal
GUJARAT,DEVBHUMI DWARKA,06-09-2,3251071.0,16.0,3.0,4.0,16.0,3.0,4.0,23.0,4693718.0,8.0,47.0,0.0,5053420.0,44.0,47.0,0.0,0.0,False,23.0,Normal
GUJARAT,DEVBHUMI DWARKA,06-11-2,1082835.0,3.0,0.0,2.0,3.0,0.0,2.0,5.0,5777648.0,8.0,41.0,0.0,2888702.0,33.0,23.0,0.0,0.0,False,5.0,Normal
GUJARAT,DEVBHUMI DWARKA,07-09-2,361305.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2167125.0,1.0,10.0,0.0,2167170.0,0.0,9.0,0.0,0.0,False,1.0,Normal
GUJARAT,DEVBHUMI DWARKA,07-11-2,1806352.0,8.0,3.0,0.0,8.0,3.0,0.0,11.0,3971903.0,2.0,30.0,0.0,3971133.0,21.0,21.0,0.0,0.0,False,11.0,Normal
GUJARAT,DEVBHUMI DWARKA,08-09-2,2889440.0,21.0,7.0,1.0,21.0,7.0,1.0,29.0,2888976.0,8.0,61.0,0.0,3249998.0,23.0,27.0,0.0,0.0,False,29.0,Normal
GUJARAT,DEVBHUMI DWARKA,08-11-2,3249996.0,11.0,4.0,1.0,11.0,4.0,1.0,16.0,3251948.0,2.0,36.0,0.0,5777628.0,44.0,22.0,0.0,0.0,False,16.0,Normal
GUJARAT,DEVBHUMI DWARKA,09-06-2,3612147.0,20.0,14.0,2.0,20.0,14.0,2.0,36.0,,,,,6859341.0,171.0,96.0,0.0,0.0,False,36.0,Normal
GUJARAT,DEVBHUMI DWARKA,09-09-2,3973431.0,25.0,5.0,2.0,25.0,5.0,2.0,32.0,3251059.0,9.0,58.0,0.0,5055086.0,66.0,49.0,0.0,0.0,False,32.0,Normal
GUJARAT,DEVBHUMI DWARKA,09-11-2,2526811.0,15.0,1.0,0.0,15.0,1.0,0.0,16.0,2529220.0,1.0,9.0,0.0,2889731.0,3.0,9.0,0.0,0.0,False,16.0,Normal
GUJARAT,DEVBHUMI DWARKA,10-06-2,3611276.0,17.0,14.0,5.0,17.0,14.0,5.0,36.0,,,,,7221797.0,188.0,87.0,0.0,0.0,False,36.0,Normal
GUJARAT,DEVBHUMI DWARKA,10-09-2,3250357.0,20.0,6.0,0.0,20.0,6.0,0.0,26.0,4332289.0,5.0,54.0,0.0,4693253.0,62.0,33.0,0.0,0.0,False,26.0,Normal
GUJARAT,DEVBHUMI DWARKA,10-11-2,1444465.0,4.0,1.0,0.0,4.0,1.0,0.0,5.0,3250398.0,3.0,30.0,0.0,3610590.0,31.0,24.0,0.0,0.0,False,5.0,Normal
GUJARAT,DEVBHUMI DWARKA,11-06-2,4696078.0,25.0,18.0,2.0,25.0,18.0,2.0,45.0,,,,,7582467.0,150.0,85.0,0.0,0.0,False,45.0,Normal
GUJARAT,DEVBHUMI DWARKA,11-09-2,4694538.0,26.0,10.0,0.0,26.0,10.0,0.0,36.0,3973770.0,8.0,102.0,0.0,5778509.0,75.0,49.0,0.0,0.0,False,36.0,Normal
GUJARAT,DEVBHUMI DWARKA,11-11-2,2167617.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,3972706.0,6.0,53.0,0.0,4693333.0,31.0,13.0,0.0,0.0,False,7.0,Normal
GUJARAT,DEVBHUMI DWARKA,12-06-2,3611616.0,22.0,16.0,1.0,22.0,16.0,1.0,39.0,,,,,5415798.0,146.0,57.0,0.0,0.0,False,39.0,Normal
GUJARAT,DEVBHUMI DWARKA,12-09-2,3973458.0,40.0,8.0,1.0,40.0,8.0,1.0,49.0,5415382.0,12.0,66.0,0.0,9388374.0,98.0,72.0,0.0,0.0,False,49.0,Normal
GUJARAT,DEVBHUMI DWARKA,12-11-2,2889416.0,17.0,3.0,0.0,17.0,3.0,0.0,20.0,3612136.0,8.0,44.0,0.0,6862363.0,71.0,47.0,0.0,0.0,False,20.0,Normal
GUJARAT,DEVBHUMI DWARKA,13-06-2,3250316.0,16.0,11.0,2.0,16.0,11.0,2.0,29.0,,,,,6139149.0,124.0,79.0,0.0,0.0,False,29.0,Normal
GUJARAT,DEVBHUMI DWARKA,13-09-2,2166271.0,8.0,5.0,0.0,8.0,5.0,0.0,13.0,3611657.0,7.0,34.0,0.0,6501916.0,20.0,38.0,0.0,0.0,False,13.0,Normal
GUJARAT,DEVBHUMI DWARKA,13-10-2,4334353.0,30.0,3.0,4.0,30.0,3.0,4.0,37.0,2889411.0,2.0,16.0,0.0,3250028.0,19.0,29.0,0.0,0.0,False,37.0,Normal
GUJARAT,DEVBHUMI DWARKA,13-11-2,2528115.0,13.0,1.0,1.0,13.0,1.0,1.0,15.0,3612527.0,4.0,34.0,0.0,3971848.0,48.0,32.0,0.0,0.0,False,15.0,Normal
GUJARAT,DEVBHUMI DWARKA,14-06-2,1445273.0,2.0,3.0,0.0,2.0,3.0,0.0,5.0,,,,,7944917.0,35.0,30.0,0.0,0.0,False,5.0,Normal
GUJARAT,DEVBHUMI DWARKA,14-11-2,2889461.0,15.0,2.0,0.0,15.0,2.0,0.0,17.0,4333524.0,4.0,34.0,0.0,5418099.0,70.0,26.0,0.0,0.0,False,17.0,Normal
GUJARAT,DEVBHUMI DWARKA,15-06-2,361310.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,2167910.0,8.0,2.0,0.0,0.0,False,1.0,Normal
GUJARAT,DEVBHUMI DWARKA,15-09-2,3611296.0,15.0,6.0,0.0,15.0,6.0,0.0,21.0,3611348.0,14.0,53.0,0.0,3611774.0,52.0,36.0,0.0,0.0,False,21.0,Normal
GUJARAT,DEVBHUMI DWARKA,15-10-2,3250736.0,20.0,5.0,3.0,20.0,5.0,3.0,28.0,6500315.0,11.0,105.0,0.0,6863007.0,49.0,48.0,0.0,0.0,False,28.0,Normal
GUJARAT,DEVBHUMI DWARKA,15-11-2,4333989.0,32.0,5.0,1.0,32.0,5.0,1.0,38.0,5417149.0,10.0,64.0,0.0,5777759.0,48.0,21.0,0.0,0.0,False,38.0,Normal
GUJARAT,DEVBHUMI DWARKA,15-12-2,4333663.0,54.0,5.0,0.0,54.0,5.0,0.0,59.0,7946897.0,7.0,108.0,0.0,9393411.0,314.0,64.0,0.0,0.0,False,59.0,Normal
GUJARAT,DEVBHUMI DWARKA,16-06-2,3250751.0,12.0,12.0,1.0,12.0,12.0,1.0,25.0,,,,,4694188.0,96.0,62.0,0.0,0.0,False,25.0,Normal
GUJARAT,DEVBHUMI DWARKA,16-09-2,3250800.0,20.0,3.0,0.0,20.0,3.0,0.0,23.0,3609713.0,5.0,74.0,0.0,6859763.0,103.0,93.0,0.0,0.0,False,23.0,Normal
GUJARAT,DEVBHUMI DWARKA,16-10-2,3251576.0,12.0,2.0,7.0,12.0,2.0,7.0,21.0,6498480.0,9.0,107.0,0.0,3971918.0,22.0,31.0,0.0,0.0,False,21.0,Normal
GUJARAT,DEVBHUMI DWARKA,16-11-2,4694574.0,21.0,3.0,0.0,21.0,3.0,0.0,24.0,5417507.0,4.0,17.0,0.0,2888302.0,7.0,8.0,0.0,0.0,False,24.0,Normal
GUJARAT,DEVBHUMI DWARKA,17-06-2,2888987.0,16.0,6.0,0.0,16.0,6.0,0.0,22.0,,,,,3971393.0,62.0,42.0,0.0,0.0,False,22.0,Normal
GUJARAT,DEVBHUMI DWARKA,17-09-2,3972655.0,33.0,4.0,0.0,33.0,4.0,0.0,37.0,4333955.0,7.0,105.0,0.0,7222993.0,127.0,75.0,0.0,0.0,False,37.0,Normal
GUJARAT,DEVBHUMI DWARKA,17-10-2,4695309.0,23.0,2.0,2.0,23.0,2.0,2.0,27.0,3250295.0,7.0,35.0,0.0,5055555.0,39.0,22.0,0.0,0.0,False,27.0,Normal
GUJARAT,DEVBHUMI DWARKA,17-11-2,3973472.0,11.0,2.0,1.0,11.0,2.0,1.0,14.0,6501930.0,4.0,92.0,0.0,7947164.0,97.0,31.0,0.0,0.0,False,14.0,Normal
GUJARAT,DEVBHUMI DWARKA,18-06-2,1805775.0,3.0,3.0,0.0,3.0,3.0,0.0,6.0,,,,,3611775.0,26.0,17.0,0.0,0.0,False,6.0,Normal
GUJARAT,DEVBHUMI DWARKA,18-09-2,3611412.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,3251022.0,3.0,43.0,0.0,6860216.0,116.0,81.0,0.0,0.0,False,14.0,Normal
GUJARAT,DEVBHUMI DWARKA,18-10-2,1445305.0,3.0,1.0,3.0,3.0,1.0,3.0,7.0,3610882.0,3.0,23.0,0.0,4333980.0,11.0,30.0,0.0,0.0,False,7.0,Normal
GUJARAT,DEVBHUMI DWARKA,18-11-2,4333211.0,19.0,3.0,5.0,19.0,3.0,5.0,27.0,5417169.0,6.0,47.0,0.0,6501293.0,131.0,40.0,0.0,0.0,False,27.0,Normal
GUJARAT,DEVBHUMI DWARKA,19-06-2,3611386.0,22.0,11.0,3.0,22.0,11.0,3.0,36.0,,,,,6860188.0,139.0,64.0,0.0,0.0,False,36.0,Normal
GUJARAT,DEVBHUMI DWARKA,19-09-2,3971901.0,21.0,6.0,1.0,21.0,6.0,1.0,28.0,4333524.0,10.0,56.0,0.0,8304660.0,113.0,81.0,0.0,0.0,False,28.0,Normal
GUJARAT,DEVBHUMI DWARKA,19-10-2,1806610.0,6.0,2.0,2.0,6.0,2.0,2.0,10.0,3251096.0,2.0,27.0,0.0,2890758.0,9.0,8.0,0.0,0.0,False,10.0,Normal
GUJARAT,DEVBHUMI DWARKA,19-11-2,6139064.0,46.0,1.0,1.0,46.0,1.0,1.0,48.0,4335218.0,7.0,63.0,0.0,5055458.0,105.0,15.0,0.0,0.0,False,48.0,Normal
GUJARAT,DEVBHUMI DWARKA,20-09-2,3971940.0,22.0,6.0,1.0,22.0,6.0,1.0,29.0,6139334.0,11.0,89.0,0.0,8665113.0,116.0,70.0,0.0,0.0,False,29.0,Normal
GUJARAT,DEVBHUMI DWARKA,20-10-2,361325.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1805790.0,5.0,8.0,0.0,2527634.0,1.0,8.0,0.0,0.0,False,1.0,Normal
GUJARAT,DEVBHUMI DWARKA,21-10-2,1445265.0,7.0,1.0,0.0,7.0,1.0,0.0,8.0,722615.0,0.0,3.0,0.0,2167116.0,3.0,5.0,0.0,0.0,False,8.0,Normal
GUJARAT,DEVBHUMI DWARKA,21-12-2,3250763.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,5057123.0,0.0,28.0,0.0,2527637.0,7.0,5.0,0.0,0.0,False,20.0,Normal
GUJARAT,DEVBHUMI DWARKA,22-09-2,3249980.0,20.0,5.0,0.0,20.0,5.0,0.0,25.0,,,,,7582797.0,170.0,89.0,0.0,0.0,False,25.0,Normal
GUJARAT,DEVBHUMI DWARKA,22-12-2,3971116.0,43.0,0.0,0.0,43.0,0.0,0.0,43.0,6501791.0,8.0,73.0,0.0,7221897.0,138.0,36.0,0.0,0.0,False,43.0,Normal
GUJARAT,DEVBHUMI DWARKA,23-09-2,3973411.0,26.0,3.0,0.0,26.0,3.0,0.0,29.0,,,,,7584058.0,164.0,83.0,0.0,0.0,False,29.0,Normal
GUJARAT,DEVBHUMI DWARKA,23-12-2,4334802.0,36.0,0.0,0.0,36.0,0.0,0.0,36.0,8305079.0,12.0,91.0,0.0,6138999.0,133.0,31.0,0.0,0.0,False,36.0,Normal
GUJARAT,DEVBHUMI DWARKA,24-09-2,4694487.0,19.0,4.0,0.0,19.0,4.0,0.0,23.0,,,,,7222925.0,107.0,74.0,0.0,0.0,False,23.0,Normal
GUJARAT,DEVBHUMI DWARKA,24-10-2,2527596.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,1805030.0,4.0,14.0,0.0,5055836.0,9.0,16.0,0.0,0.0,False,11.0,Normal
GUJARAT,DEVBHUMI DWARKA,24-12-2,4695309.0,26.0,4.0,2.0,26.0,4.0,2.0,32.0,5416706.0,2.0,88.0,0.0,7945063.0,217.0,65.0,0.0,0.0,False,32.0,Normal
GUJARAT,DEVBHUMI DWARKA,25-09-2,2889401.0,15.0,3.0,0.0,15.0,3.0,0.0,18.0,,,,,6138230.0,83.0,45.0,0.0,0.0,False,18.0,Normal
GUJARAT,DEVBHUMI DWARKA,25-10-2,1445275.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,2889797.0,1.0,19.0,0.0,3974704.0,1.0,17.0,0.0,0.0,False,4.0,Normal
GUJARAT,DEVBHUMI DWARKA,25-11-2,5777663.0,26.0,1.0,4.0,26.0,1.0,4.0,31.0,5780354.0,4.0,47.0,0.0,4693662.0,45.0,28.0,0.0,0.0,False,31.0,Normal
GUJARAT,DEVBHUMI DWARKA,25-12-2,3611308.0,13.0,3.0,0.0,13.0,3.0,0.0,16.0,8305357.0,0.0,65.0,0.0,5056322.0,94.0,22.0,0.0,0.0,False,16.0,Normal
GUJARAT,DEVBHUMI DWARKA,26-09-2,2528443.0,8.0,1.0,0.0,8.0,1.0,0.0,9.0,,,,,6860766.0,81.0,64.0,0.0,0.0,False,9.0,Normal
GUJARAT,DEVBHUMI DWARKA,26-12-2,3250281.0,12.0,1.0,0.0,12.0,1.0,0.0,13.0,5416692.0,4.0,56.0,0.0,5777718.0,62.0,25.0,0.0,0.0,False,13.0,Normal
GUJARAT,DEVBHUMI DWARKA,27-09-2,361315.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,1805097.0,2.0,3.0,0.0,0.0,False,1.0,Normal
GUJARAT,DEVBHUMI DWARKA,27-10-2,361315.0,1.0,0.0,3.0,1.0,0.0,3.0,4.0,2890586.0,2.0,9.0,0.0,6499383.0,55.0,34.0,0.0,0.0,False,4.0,Normal
GUJARAT,DEVBHUMI DWARKA,27-12-2,1445265.0,9.0,0.0,2.0,9.0,0.0,2.0,11.0,7579860.0,3.0,50.0,0.0,6140799.0,65.0,17.0,0.0,0.0,False,11.0,Normal
GUJARAT,DEVBHUMI DWARKA,28-10-2,1082051.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,2527650.0,1.0,13.0,0.0,2888781.0,8.0,13.0,0.0,0.0,False,6.0,Normal
GUJARAT,DEVBHUMI DWARKA,28-12-2,1445270.0,5.0,1.0,0.0,5.0,1.0,0.0,6.0,5779630.0,10.0,52.0,0.0,6139478.0,80.0,23.0,0.0,0.0,False,6.0,Normal
GUJARAT,DEVBHUMI DWARKA,29-09-2,722650.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,4693724.0,46.0,48.0,0.0,0.0,False,2.0,Normal
GUJARAT,DEVBHUMI DWARKA,29-10-2,1443640.0,0.0,0.0,12.0,0.0,0.0,12.0,12.0,5417154.0,8.0,72.0,0.0,4695547.0,46.0,55.0,0.0,0.0,False,12.0,Normal
GUJARAT,DEVBHUMI DWARKA,29-12-2,3611624.0,18.0,2.0,0.0,18.0,2.0,0.0,20.0,7585095.0,9.0,92.0,0.0,6499561.0,65.0,26.0,0.0,0.0,False,20.0,Normal
GUJARAT,DEVBHUMI DWARKA,30-10-2,2528101.0,8.0,2.0,4.0,8.0,2.0,4.0,14.0,4333233.0,7.0,42.0,0.0,5055083.0,41.0,23.0,0.0,0.0,False,14.0,Normal
GUJARAT,DEVBHUMI DWARKA,31-10-2,2889726.0,12.0,2.0,0.0,12.0,2.0,0.0,14.0,4694889.0,4.0,36.0,0.0,3972149.0,9.0,20.0,0.0,0.0,False,14.0,Normal
GUJARAT,DEVBHUMI DWARKA,31-12-2,3611292.0,18.0,10.0,3.0,18.0,10.0,3.0,31.0,6501188.0,6.0,76.0,0.0,,,,,0.0,False,31.0,Normal
GUJARAT,DOHAD,01-01-2,3113309.0,12.0,13.0,0.0,12.0,13.0,0.0,25.0,6226605.0,0.0,47.0,0.0,5837824.0,14.0,132.0,0.0,0.0,False,25.0,Normal
GUJARAT,DOHAD,01-06-2,3113733.0,1162.0,1835.0,191.0,1162.0,1835.0,191.0,3188.0,,,,,1945807.0,204.0,1030.0,0.0,0.0,False,3188.0,Normal
